"contour_chin.x","contour_chin.y","contour_left1.x","contour_left1.y","contour_left2.x","contour_left2.y","contour_left3.x","contour_left3.y","contour_left4.x","contour_left4.y","contour_left5.x","contour_left5.y","contour_left6.x","contour_left6.y","contour_left7.x","contour_left7.y","contour_left8.x","contour_left8.y","contour_left9.x","contour_left9.y","contour_right1.x","contour_right1.y","contour_right2.x","contour_right2.y","contour_right3.x","contour_right3.y","contour_right4.x","contour_right4.y","contour_right5.x","contour_right5.y","contour_right6.x","contour_right6.y","contour_right7.x","contour_right7.y","contour_right8.x","contour_right8.y","contour_right9.x","contour_right9.y","class"
0.49,1,0,0,0,0.139240506329114,0.01,0.278481012658228,0.03,0.417721518987342,0.07,0.556962025316456,0.13,0.670886075949367,0.2,0.784810126582278,0.28,0.886075949367089,0.37,0.974683544303797,1,0,0.99,0.139240506329114,0.98,0.278481012658228,0.96,0.417721518987342,0.92,0.544303797468354,0.86,0.670886075949367,0.79,0.784810126582278,0.71,0.886075949367089,0.62,0.974683544303797,"a"
0.473684211,1,0,0,0,0.141025641337936,0.010526316,0.269230769605523,0.021052632,0.41025640972551,0.052631579,0.551282051063445,0.105263158,0.666666666260684,0.178947368,0.782051281457922,0.252631579,0.884615383584813,0.357894737,0.974358973859303,1,0,1,0.141025641337936,0.989473684,0.282051281457922,0.968421053,0.423076922795858,0.926315789,0.551282051063445,0.863157895,0.679487179331032,0.789473684,0.794871794528271,0.705263158,0.884615383584813,0.610526316,0.974358973859303,"a"
0.470588235,1,0,0,0,0.134146341084176,0.009803922,0.268292683412255,0.029411765,0.414634145734682,0.058823529,0.54878048806276,0.107843137,0.670731706664783,0.176470588,0.780487804028554,0.254901961,0.890243902636228,0.352941176,0.975609755035693,1,0,1,0.14634146356633,0.990196078,0.280487804650506,0.960784314,0.426829268216835,0.931372549,0.573170731783165,0.882352941,0.695121950385187,0.803921569,0.804878048992861,0.715686275,0.902439023874479,0.607843137,0.975609755035693,"a"
0.505747126,1,0,0,0,0.134328358305859,0.011494253,0.283582089901092,0.034482759,0.417910446908443,0.068965517,0.567164178503676,0.126436782,0.68656716352016,0.195402299,0.791044775247271,0.287356322,0.895522386974382,0.390804598,0.970149253421252,1,-0.014925373289374,1,0.134328358305859,0.988505747,0.283582089901092,0.965517241,0.417910446908443,0.931034483,0.552238805214302,0.885057471,0.68656716352016,0.816091954,0.791044775247271,0.724137931,0.895522386974382,0.632183908,0.970149253421252,"a"
0.480769231,1,0,0,0,0.146341463012493,0,0.280487804847115,0.019230769,0.4268292691279,0.048076923,0.573170732140393,0.096153846,0.695121951528852,0.163461538,0.817073170917311,0.25,0.902439025503867,0.355769231,0.975609756375967,1,0,1,0.146341463012493,1,0.292682927293278,0.980769231,0.43902439030577,0.951923077,0.585365854586556,0.894230769,0.719512195152885,0.817307692,0.829268293363474,0.721153846,0.914634146681737,0.615384615,0.975609756375967,"b"
0.510204082,1,0,0,0,0.138888888359568,0.010204082,0.277777778080247,0.040816327,0.430555555820216,0.071428571,0.569444444179784,0.132653061,0.694444444520062,0.204081633,0.805555555479938,0.285714286,0.902777777059414,0.387755102,0.972222221239198,1,-0.0138888893804012,0.989795918,0.138888888359568,0.979591837,0.277777778080247,0.948979592,0.416666666439815,0.918367347,0.541666666780093,0.867346939,0.666666665759259,0.795918367,0.777777776719136,0.714285714,0.874999999659722,0.62244898,0.958333333219908,"a"
0.510869565,1,0,0,0,0.140845070276532,0.010869565,0.281690140553065,0.032608696,0.422535212125372,0.076086957,0.563380282401904,0.130434783,0.690140845909939,0.206521739,0.788732394585201,0.293478261,0.887323944556239,0.391304348,0.971830986463003,1,-0.0140845067684983,1,0.126760563508034,0.989130435,0.267605633784567,0.97826087,0.422535212125372,0.934782609,0.549295774337631,0.880434783,0.676056337845666,0.815217391,0.788732394585201,0.72826087,0.887323944556239,0.641304348,0.957746479694505,"a"
0.517482517,1,0,0,0.006993007,0.144144144329843,0.020979021,0.288288288659687,0.041958042,0.423423423968915,0.076923077,0.558558559278143,0.132867133,0.684684684278468,0.20979021,0.79279279252585,0.293706294,0.891891891752617,0.391608392,0.972972972938154,1,0,0.993006993,0.144144144329843,0.979020979,0.279279279639072,0.958041958,0.4144144149483,0.923076923,0.549549550257528,0.874125874,0.666666666237237,0.804195804,0.77477477448462,0.727272727,0.882882882732002,0.636363636,0.963963963917539,"a"
0.505263158,1,0,0,0,0.142857143209647,0.010526316,0.285714285185529,0.031578947,0.428571428395176,0.063157895,0.558441558361444,0.115789474,0.688311688327711,0.189473684,0.792207791807219,0.273684211,0.896103895286726,0.378947368,0.97402597351324,1,-0.01298701324338,1,0.129870129966267,0.989473684,0.272727273175915,0.968421053,0.402597401908416,0.936842105,0.545454545118064,0.884210526,0.662337661840951,0.810526316,0.779220778563839,0.736842105,0.883116883277112,0.631578947,0.96103896026986,"a"
0.492957746,1,0,0,0.007042254,0.129310345123068,0.021126761,0.267241379268133,0.049295775,0.405172413413199,0.084507042,0.534482758536266,0.14084507,0.655172414637336,0.204225352,0.767241379268133,0.281690141,0.87068965610107,0.373239437,0.965517241463734,1,-0.00862069024613555,0.985915493,0.137931034145065,0.971830986,0.267241379268133,0.943661972,0.405172413413199,0.908450704,0.534482758536266,0.852112676,0.663793103659334,0.781690141,0.775862069514269,0.711267606,0.879310345123068,0.61971831,0.965517241463734,"a"
0.5,1,0,0,0,0.144444444254321,0.018181818,0.277777777506173,0.036363636,0.411111110758025,0.072727273,0.544444444009876,0.127272727,0.666666666259259,0.2,0.777777777506173,0.281818182,0.877777777750617,0.372727273,0.966666666992593,1,0,0.990909091,0.133333333251852,0.981818182,0.277777777506173,0.954545455,0.411111110758025,0.918181818,0.544444444009876,0.863636364,0.666666666259259,0.790909091,0.777777777506173,0.718181818,0.877777777750617,0.618181818,0.966666666992593,"a"
